Link,Date,Title,Description
https://www.moneycontrol.com/news/business/markets/trade-setup-for-wednesday-15-things-to-know-before-opening-bell-27-12563901.html,"April 02, 2024 10:17 PM IST",Trade setup for today: 15 things to know before opening bell,"A long build-up was seen in 77 stocks, which included Ramco Cements, Havells India, Steel Authority of India, Dalmia Bharat, and United Breweries."
https://www.moneycontrol.com/news/business/markets/technical-view-nifty-forms-doji-pattern-again-needs-to-close-firmly-above-22500-for-strong-uptrend-12561911.html,"April 02, 2024 05:03 PM IST","Technical View: Nifty forms Doji pattern again, needs to close firmly above 22,500 for strong uptrend","The options data indicated that the Nifty is likely to face hurdle at 22,500-22,600 levels on the higher side, with support at 22,300-22,200 levels."
https://www.moneycontrol.com/news/videos/business/markets/live-nifty-holds-22400-realty-index-hits-record-high-hal-abfrl-in-focus-closing-bell-12561521.html,"April 02, 2024 04:05 PM IST","Live: Nifty holds 22,400; Realty index hits record high | HAL, ABFRL in focus | Closing Bell","The Sensex was down 175.71 points or 0.24 percent at 73,838.84, and the Nifty was down 30.00 points or 0.13 percent at 22,432.00. But it held off to 22,400 levels. About 2,505 shares advanced, 899 shares declined, and 84 shares unchanged. For more watch Closing Bell with Nandita Khemka and Yatin Mota."
https://www.moneycontrol.com/news/business/markets/taking-stock-sensex-nifty-snap-3-day-winning-run-small-midcaps-gain-12561011.html,"April 02, 2024 03:46 PM IST","Taking Stock: Sensex, Nifty snap 3-day winning run; small, midcaps gain","Hero MotoCorp, HCL Technologies, Kotak Mahindra Bank, ICICI Bank and SBI Life Insurance were top Nifty losers. Gainers included Tata Consumers Products, M&M, BPCL, Bajaj Auto and Adani Ports"
https://www.moneycontrol.com/news/business/stocks/varroc-engineering-signals-buy-post-inverted-head-and-shoulder-breakout-axis-securities-12561181.html,"April 02, 2024 03:21 PM IST",Varroc Engineering signals Buy post Inverted Head and Shoulder breakout: Axis Securities,"Axis Securities recommends accumulating Varroc Engineering in the Rs 540-530 range, with a target price of Rs 595, offering an upside potential of 11-15 percent."
https://www.moneycontrol.com/news/business/markets/sensex-snaps-3-day-bull-run-analysts-eye-nifty-to-cross-22900-in-coming-weeks-12561101.html,"April 02, 2024 02:51 PM IST","Sensex snaps 3-day bull run; analysts expect Nifty to cross 22,900 in coming weeks","Analysts say the markets are on course of a bull trend, as most of the corrective action was over in the first quarter of this calendar year"
https://www.moneycontrol.com/news/business/markets/fo-manual-indices-consolidate-at-higher-levels-nifty-sees-support-at-22425-12559711.html,"April 02, 2024 12:08 PM IST","F&O Manual| Indices consolidate at higher levels, Nifty sees support at 22,425","Any sustainable move above the level of 22520 will lead to a short-covering move in Nifty towards 22650-22680 in the short term. A level of 22,425 is an immediate support to watch out for."
https://www.moneycontrol.com/news/business/markets/mid-day-mood-sensex-nifty-take-a-breather-after-3-day-rally-mid-smallcaps-outperform-12558321.html,"April 02, 2024 11:54 AM IST","Mid-day Mood | Sensex, Nifty take a breather after 3-day rally; mid, smallcaps outperform","Weakness in the financial services and information technology sectors weighed on the Nifty and the Sensex. For the Nifty, support is at 22,400 and resistance at 22,550"
https://www.moneycontrol.com/news/business/markets/stock-option-strategy-of-the-day-bullish-outlook-for-bharat-electronics-bull-call-recommended-12559181.html,"April 02, 2024 10:43 AM IST","Stock option strategy of the day | Bullish outlook for Bharat Electronics, bull call recommended","Stoxbox recommends taking a long position in 212.50 CE above 9.50, keeping 4 as an immediate support and targeting 20 and 24 as profit levels"
https://www.moneycontrol.com/news/business/markets/sensex-nifty-trade-lower-analysts-recommend-buy-on-dips-12558511.html,"April 02, 2024 09:27 AM IST","Sensex, Nifty trade flat ahead of RBI meet, analysts recommend 'buy on dips'","Investors could exercise caution ahead of the RBI policy later this week, though the central bank is largely expected to hold rates steady, experts say"
https://www.moneycontrol.com/news/business/markets/stock-market-live-sensex-nifty-50-share-price-gift-nifty-latest-updates-02-04-2024-liveblog-12557971.html,"April 02, 2024 07:22 AM IST","Closing Bell: Market ends flat amid volatility; metal, realty, auto rally",The BSE midcap and smallcap indices rose 1 percent each.
https://www.moneycontrol.com/news/business/markets/stock-market-today-top-10-things-to-know-before-the-market-opens-263-12556511.html,"April 02, 2024 07:02 AM IST",Stock Market Today: Top 10 things to know before the market opens,"Trends in the GIFT Nifty indicate a weak start for the broader index in India, with a loss of 98 points or 0.43 percent."
https://www.moneycontrol.com/news/photos/business/stocks/buzzing-stocks-infosys-reliance-hdfc-bank-ntpc-oberoi-realty-zomato-tvs-maruti-suzuki-others-12557641.html,"April 02, 2024 05:57 AM IST","Buzzing Stocks: Infosys, Reliance, HDFC Bank, NTPC, Oberoi Realty, Zomato, TVS, Maruti Suzuki & others","Stocks to watch: Check out the companies making headlines before the opening bell today, on April 2, 2024."
https://www.moneycontrol.com/news/business/markets/hot-stocks-bet-on-orient-cement-power-mech-projects-for-double-digit-returns-12557631.html,"April 02, 2024 05:43 AM IST","Hot Stocks: Bet on Orient Cement, Power Mech Projects for double-digit returns","Traders are advised to accumulate longs in Nifty with a stop-loss of 22,000 on the closing basis."
https://www.moneycontrol.com/news/business/markets/trade-setup-for-tuesday-15-things-to-know-before-opening-bell-25-12557281.html,"April 01, 2024 11:04 PM IST",Trade setup for Tuesday: 15 things to know before opening bell,"A long build-up was seen in 90 stocks, which included Hindustan Copper, SRF, ICICI Prudential Life Insurance Company, Voltas, and MRF."
https://www.moneycontrol.com/news/business/markets/fiis-stock-futures-positions-near-all-time-high-highly-leveraged-on-long-side-12556271.html,"April 01, 2024 05:38 PM IST","FIIs' stock futures positions near all-time high, highly leveraged on long side","In single stock futures, FIIs net long positions stood at 4.48 lakh contracts vs 78,000 at the start of March series."
https://www.moneycontrol.com/news/business/technicals/technical-view-nifty-can-hit-23000-in-april-say-analysts-22500-is-the-level-to-watch-12556011.html,"April 01, 2024 04:52 PM IST","Technical View: Nifty can hit 23,000 in April, say analysts; 22,500 is the level to watch","The index has to hold above 22,500 for the next upmove. Immediate resistance is at 22,700, while 22,300-22,200 is likely to be the key support area"
https://www.moneycontrol.com/news/business/markets/smallcaps-outperform-nifty-sensex-analysts-advise-caution-12555621.html,"April 01, 2024 04:03 PM IST","Smallcaps outperform Nifty, Sensex, analysts advise caution","Smallcaps and midcaps outperformed the benchmarks, with BSE smallcap and midcap indices rallying 3 percent and 1.6 percent"
https://www.moneycontrol.com/news/videos/business/markets/live-nifty-hits-new-high-on-first-day-of-fy25-adani-ent-globus-spirits-in-focus-closing-bell-12555311.html,"April 01, 2024 03:53 PM IST","Live: Nifty hits new high on first day of FY25 | Adani Ent, Globus Spirits in focus | Closing Bell","Nifty hit a fresh high of 22,529.95 on the first day of FY25. Q4 earnings, US PCE data to guide markets. Catch this edition of Closing Bell with Nandita Khemka and Yatin Mota."
https://www.moneycontrol.com/news/business/markets/taking-stock-sensex-nifty-hit-new-highs-on-day-1-of-fy25-metals-shine-12554961.html,"April 01, 2024 03:44 PM IST","Taking Stock: Sensex, Nifty hit new highs on Day 1 of FY25; realty, metals shine",The BSE midcap index rose 1.6 percent and the smallcap gained nearly 3 percent
https://www.moneycontrol.com/news/business/markets/3-reasons-why-fiis-will-continue-to-buy-indian-equities-in-fy25-after-pumping-25-billion-last-fiscal-12548621.html,"April 01, 2024 02:09 PM IST",3 reasons why FIIs will continue to buy Indian equities in FY25 after pumping $25 billion last fiscal,Experts also believe that the upcoming elections would be a key trigger for a greater uptick in FII flows
https://www.moneycontrol.com/news/business/markets/april-series-begins-with-nifty-hitting-new-high-highest-oi-concentration-at-23000-ce-22000-pe-12553541.html,"April 01, 2024 01:13 PM IST","April Series begins with Nifty hitting new high; highest OI concentration at 23,000 CE, 22,000 PE","For the NIfty, the immediate resistance is at around 22, 530. Analyst suggest buying on dips as long as holds above 22,000"
https://www.moneycontrol.com/news/business/markets/mid-day-mood-sensex-holds-74000-nifty-above-22450-as-banks-metal-stocks-rise-broader-markets-outperform-12553761.html,"April 01, 2024 12:25 PM IST","Smallcap index zooms 2.7%, midcaps jump 1.6%; Sensex, Nifty hold gains after hitting new highs","Benchmark indices hold gains of early trade. All sectoral indices were in the positive territory with Nifty Realty, Nifty Media, and Nifty Metal seeing the most gains."
https://www.moneycontrol.com/news/business/markets/which-stocks-and-sectors-will-be-in-focus-in-april-series-as-per-rollover-data-12553551.html,"April 01, 2024 11:46 AM IST",Which stocks and sectors will be in focus in April Series as per rollover data?,"For Nuvama research, auto names maintain strong momentum, expected to persist until frothiness appears. In contrast, the IT basket remains a short candidate"
https://www.moneycontrol.com/news/business/markets/nifty-sensex-start-first-day-of-fy25-in-the-green-q4-earnings-us-pce-data-to-guide-markets-12552021.html,"April 01, 2024 09:22 AM IST","Nifty hits fresh record high on first day of FY25; Q4 earnings, US PCE data to guide markets","While intra-day volatility will likely continue in the near term, the focus will slowly shift to fourth quarter corporate earnings, experts say"
https://www.moneycontrol.com/news/business/markets/experts-list-top-10-bets-for-april-series-as-nifty-may-hitch-a-bull-ride-above-22500-12551411.html,"April 01, 2024 09:09 AM IST","Experts list top 10 bets for April series as Nifty may hitch a bull ride above 22,500","The RSI Smoothened indicator that recently witnessed a dip has turned northward and is flashing fresh buy signals. In the week beginning April 1, close attention will be paid to the all-time high levels above 22,500, as hesitation was evident at these levels"
https://www.moneycontrol.com/news/business/markets/daily-voice-wont-be-surprised-if-smallcap-sees-another-wave-of-correction-says-varun-lohchab-of-hdfc-securities-12551281.html,"April 01, 2024 08:34 AM IST","Daily Voice: Won’t be surprised if smallcaps see another wave of correction, says Varun Lohchab of HDFC Securities","The Q4 quarter will again be a weak one for IT companies in the absence of a clear roadmap towards demand growth, however, the market this has already priced it in, says Lohchab"
https://www.moneycontrol.com/news/business/markets/stock-market-live-sensex-nifty-50-share-price-gift-nifty-latest-updates-01-04-2024-liveblog-12551721.html,"April 01, 2024 07:33 AM IST","Closing Bell: Nifty above 22,450, Sensex gains 400 pts; except auto, all sectors in the green","Sensex Today | Stock Market LIVE Updates: Tata Steel, JSW Steel, Adani Ports, Shriram Finance and NTPC are among the top gainers on the Nifty, while losers are Eicher Motors, Titan Company, Bharti Airtel, LTIMindtree and Nestle."
https://www.moneycontrol.com/news/business/markets/stock-market-today-top-10-things-to-know-before-the-market-opens-262-12545731.html,"April 01, 2024 07:16 AM IST",Stock Market Today: Top 10 things to know before the market opens,"Trends in the GIFT Nifty indicate a strong start for the broader index in India, with a gain of 63.50 points or 0.28 percent."
https://www.moneycontrol.com/news/business/markets/chartist-talks-save-your-profits-until-nifty-climbs-22550-22600-zone-with-conviction-says-milan-vaishnav-12551251.html,"April 01, 2024 06:43 AM IST","Chartist Talks | Save your profits until Nifty climbs 22,550-22,600 zone with conviction, says Milan Vaishnav","Milan Vaishnav said one can go for a short strangle for Nifty (selling CE 22,600 and selling PE 22,000). This is likely to see a yield of approximately 3 percent per lot on the capital deployed."
https://www.moneycontrol.com/news/business/technicals/get-ready-for-higher-volatility-in-april-series-oi-indicates-nifty-at-21000-23000-range-12551561.html,"April 01, 2024 06:27 AM IST","Get ready for higher volatility in April series, OI indicates Nifty at 21,000-23,000 range","If Call writers (bears) exit from the 22,500 strike, we may see Nifty scaling a new high in the April series."
https://www.moneycontrol.com/news/photos/business/stocks/buzzing-stocks-auto-stocks-hdfc-bank-zomato-rvnl-hal-torrent-power-ioc-and-others-12551271.html,"April 01, 2024 05:58 AM IST","Buzzing Stocks: Auto stocks, HDFC Bank, Zomato, RVNL, HAL, Torrent Power, IOC and others","Stocks to watch: Check out the companies making headlines before the opening bell today, on April 1, 2024."
https://www.moneycontrol.com/news/business/markets/trade-setup-for-monday-15-things-to-know-before-opening-bell-21-12549891.html,"March 31, 2024 07:22 PM IST",Trade setup for today: 15 things to know before opening bell,"Based on the OI percentage, 77 stocks saw long unwinding, which included Hindustan Copper, Oberoi Realty, HCL Technologies, Ramco Cement, and Apollo Tyres."
https://www.moneycontrol.com/news/business/markets/implied-equity-risk-premium-erp-hits-lowest-since-2008-as-us-stocks-rally-12548091.html,"March 31, 2024 11:36 AM IST",Implied equity risk premium (ERP) hits lowest since 2008 as US stocks rally,"Lower ERPs generally make investing in stocks less compelling. The lower the equity risk premium, the less you will earn from investing in stocks compared to risk-free assets."
https://www.moneycontrol.com/news/business/markets/daily-voice-this-cio-expects-rbi-to-wait-till-august-policy-before-changing-its-current-pause-stance-12547621.html,"March 31, 2024 06:13 AM IST",Daily Voice: This CIO expects RBI to wait till August policy before changing its current pause stance,"Sectors related to government capital expenditure will continue to do well in FY25. Companies involved in infrastructure work, defence production, electronics manufacturing will report strong earnings growth in FY25, says Shailendra Kumar."
https://www.moneycontrol.com/news/photos/business/markets/market-near-to-record-high-on-fii-support-rupee-ends-flat-12545361.html,"March 30, 2024 10:17 AM IST",Market near to record high on FII support; rupee ends flat,The Indian rupee ended flat at 83.40 against the US dollar in the week ended March 28 against its March 22 closing 83.42.
https://www.moneycontrol.com/news/business/markets/broader-indices-put-good-show-in-truncated-week-outperform-in-fy24-12545351.html,"March 30, 2024 10:15 AM IST",Broader indices put good show in truncated week; outperform in FY24,"The Nifty encountered initial resistance near its previous swing high of 22,526. Consequently, to sustain a continued rally, it must surpass the 22,525 level decisively. On the downside, 22,200 could serve as short-term support, says Rupak De, Senior Technical Analyst, LKP Securities."
https://www.moneycontrol.com/news/business/markets/this-smallcase-manager-heavily-bullish-on-markets-for-fy25-with-focus-on-these-4-themes-12544891.html,"March 30, 2024 06:54 AM IST","This smallcase manager heavily bullish on markets for FY25, with focus on these 4 themes",Markets are likely to remain bullish on account of the pre-election rally. This is supported by the FII data.
https://www.moneycontrol.com/news/business/markets/daily-voice-these-4-sectors-may-witness-turnaround-in-fy25-says-union-amcs-hardick-bora-12544651.html,"March 30, 2024 06:52 AM IST","Daily Voice: These 4 sectors may witness turnaround in FY25, says Union AMC's Hardick Bora","Bora sees large-caps outperforming their smaller counterparts in FY25, as he expects information technology, retail/QSRs, chemicals, and private banks to post a turnaround."
https://www.moneycontrol.com/news/business/markets/daily-voice-this-ceo-sees-positive-outlook-for-it-sector-in-fy25-consumption-to-remain-a-strong-driver-of-gdp-12540601.html,"March 29, 2024 09:31 AM IST",Daily Voice: This CEO sees positive outlook for IT sector in FY25; consumption to remain a strong driver of GDP,Puneet Sharma of Whitespace Alpha believes consumption is one of the strongest drivers of GDP and with the per capita income in India rising consumption will keep increasing.
https://www.moneycontrol.com/news/business/markets/technical-view-nifty-forms-long-bullish-candle-on-weekly-charts-likely-to-hit-new-high-in-april-series-12538801.html,"March 28, 2024 05:02 PM IST","Technical View: Nifty forms long bullish candle on weekly charts, likely to hit new high in April series","The monthly options data indicated that 22,300 is expected to be crucial for the further Nifty direction with hurdle on the higher side at near record high levels (which is in between 22,500-22,600 levels), and support at 22,000 mark."
https://www.moneycontrol.com/news/business/markets/small-mid-caps-lead-fy24-market-rally-but-large-caps-may-become-heroes-of-fy25-12537751.html,"March 28, 2024 04:23 PM IST",Small-caps win FY24 fair and square. Who will ace the next round,Market experts expect the strong trend exhibited by mid- and small-cap indices to reverse going into FY25 as concerns of 'frothy' valuations by Sebi and mutual funds' stress test results cast a shadow
https://www.moneycontrol.com/news/business/markets/taking-stock-market-near-to-record-high-nifty-above-22300-sensex-rises-655-points-12537661.html,"March 28, 2024 03:47 PM IST",Taking Stock: Market nears record high on final trading day of FY24,"For the March F&O series and for a month, the Nifty50 index gained 1.6 percent, while in the FY24 the index surged by 28.6 percent"
https://www.moneycontrol.com/news/business/markets/fiis-return-strong-global-cues-among-5-factors-driving-sensex-nifty-higher-in-final-session-of-fy24-12537441.html,"March 28, 2024 02:45 PM IST","FIIs' return, strong global cues among 5 factors driving Sensex, Nifty up 1% in final session of FY24","Sharp rally in index heavyweights such as Bajaj Finserv, ICICI Bank, Hero MotoCorp, and JSW Steel lifted the Nifty above 22,450"
https://www.moneycontrol.com/news/business/markets/fo-manual-bulls-charge-nifty-to-surpass-22400-after-consolidation-breakout-12536791.html,"March 28, 2024 01:49 PM IST","F&O Manual | Bulls charge Nifty to surpass 22,400 after consolidation breakout","The biasness remains positive and any dip towards 22,300-22,320 should be used to form long positions in the index."
https://www.moneycontrol.com/news/business/markets/mid-day-mood-sensex-nifty-trade-1-up-as-bank-tech-stocks-gain-12536181.html,"March 28, 2024 12:09 PM IST","Sensex soars 900 pts, Nifty rises above 22,400 as PSU banks, tech stocks gain","Indices extend gains and rise over 1% each. However, volatility might be in the cards ahead of the monthly derivatives expiry."
https://www.moneycontrol.com/news/business/markets/bank-nifty-nifty-rollover-data-suggests-aggressive-long-bets-for-april-series-12535381.html,"March 28, 2024 11:13 AM IST","Bank Nifty, Nifty rollover data suggests aggressive long bets for April series","Bank Nifty is expected to surge towards the 48,500 mark in the April series, with 46,500 serving as a good support for the short term"
https://www.moneycontrol.com/news/business/markets/sensex-gains-on-last-day-of-trading-of-fy24-nifty-has-to-hold-above-22200-for-further-upside-12535091.html,"March 28, 2024 09:54 AM IST","Sensex gains on last trading day of FY24, Nifty has to hold above 22,200 for further upside","If the Nifty's sustains above 22,200, it can move towards 22,400 and 22,500 levels in the coming days, Mandar Bhojane of Choice Broking has said"
https://www.moneycontrol.com/news/business/markets/which-derivative-strategy-to-use-to-trade-niftys-monthly-expiry-today-12534891.html,"March 28, 2024 09:46 AM IST",Which derivative strategy to use to trade Nifty's monthly expiry today?,"The texture of the market is sideways with a tinge of bullishness. Keeping this undertone in mind, Hedged.in founder Rahul Ghose suggests broken wing short straddle strategy. Here is how it works"
https://www.moneycontrol.com/news/business/markets/daily-voice-this-expert-forecasts-muted-earnings-in-q4fy24-but-sees-excellent-opportunity-in-consumption-sector-in-fy25-12533961.html,"March 28, 2024 07:40 AM IST","Daily Voice: This expert forecasts muted earnings in Q4FY24, but sees excellent opportunity in consumption sector in FY25","Santosh Joseph believes, for the economy to perform well, consumption and even domestic imports must increase. Although global demand is rising slightly, domestic demand remains low. It is time for the consumption sector to turn around."
https://www.moneycontrol.com/news/business/markets/stock-market-live-sensex-nifty-50-share-price-gift-nifty-latest-updates-28-03-2024-liveblog-12534191.html,"March 28, 2024 07:24 AM IST","Closing Bell: Nifty above 22,300, Sensex up 655 pts; all sectors in the green",The BSE midcap index added 0.6 percent and the smallcap index was up 0.4 percent.
https://www.moneycontrol.com/news/business/markets/stock-market-today-top-10-things-to-know-before-the-market-opens-261-12532601.html,"March 28, 2024 07:05 AM IST",Stock Market Today: Top 10 things to know before the market opens,"Trends in the GIFT Nifty indicate a flat to positive start for the broader index in India, with a gain of 14 points or 0.06 percent."
https://www.moneycontrol.com/news/photos/business/stocks/buzzing-stocks-jio-financial-maruti-suzuki-dr-reddys-lic-emami-jsw-energy-and-others-12533871.html,"March 28, 2024 06:14 AM IST","Buzzing Stocks: Jio Financial, Maruti Suzuki, Dr Reddy’s, LIC, Emami, JSW Energy and others","Stocks to watch: Check out the companies making headlines before the opening bell today, on March 28, 2024."
https://www.moneycontrol.com/news/business/markets/trade-setup-for-thursday-15-things-to-know-before-opening-bell-26-12533531.html,"March 27, 2024 10:13 PM IST",Trade setup for Thursday: 15 things to know before opening bell,"Based on the OI percentage, 65 stocks saw long unwinding, which included Alkem Laboratories, HDFC AMC, Voltas, Ipca Laboratories and MRF"
https://www.moneycontrol.com/news/business/markets/technical-view-decisive-close-above-22200-can-drive-further-rally-in-nifty-on-fo-expiry-session-12531561.html,"March 27, 2024 04:58 PM IST","Technical View: Decisive close above 22,200 can drive further rally in Nifty on F&O expiry session","The options data indicated that the Nifty may face an immediate resistance at 22,200 level with support at 22,000 and 21,900 levels"
https://www.moneycontrol.com/news/business/markets/nifty-sensex-end-higher-on-buying-in-realty-infra-stocks-analysts-advise-wait-and-watch-stance-12531111.html,"March 27, 2024 03:49 PM IST","Nifty, Sensex end higher on buying in realty, infra stocks; analysts advise wait-and-watch stance","Given the shortened trading week, coupled with the monthly derivatives expiry and upcoming global economic data, analyst advised investors to adopt a cautious wait-and-watch stance in the near term."
https://www.moneycontrol.com/news/business/markets/taking-stock-bulls-back-in-action-nifty-above-22100-sensex-gains-526-points-12530981.html,"March 27, 2024 03:42 PM IST","Taking Stock: Bulls back in action; Nifty above 22,100, Sensex gains 526 points","Biggest gainers on the Nifty were RIL, Maruti Suzuki, Bajaj Auto, Bajaj Finance and Titan Company, while losers included Hero MotoCorp, Tata Consumer Products, Apollo Hospitals, Dr Reddy's Labs and Wipro"
https://www.moneycontrol.com/news/business/markets/small-midcaps-correction-phase-coming-to-end-time-to-initiate-longs-nuvama-research-12528891.html,"March 27, 2024 02:56 PM IST","Small, midcaps correction phase coming to end, time to initiate longs: Nuvama Research","Small and midcaps space has bottomed out and technical patterns show resumption of the bull phase is due soon, according to Nuvama"
https://www.moneycontrol.com/news/business/markets/bank-nifty-gains-on-monthly-derivatives-expiry-day-rollovers-data-shows-long-bets-for-april-series-12528411.html,"March 27, 2024 11:41 AM IST","Bank Nifty gains on monthly derivatives expiry day, rollovers data shows long bets for April series",Higher rollovers for Bank Nifty suggests long bets for April Series. Axis Securities recommends Bull Call Spread strategy
https://www.moneycontrol.com/news/business/markets/neelesh-suranas-wealth-formula-buy-when-near-term-is-impaired-and-long-term-intact-12528281.html,"March 27, 2024 10:20 AM IST",Neelesh Surana’s wealth formula: Buy when near term is impaired and long term intact,"In a rare media interaction, Mirae Asset’s maverick CIO talks about his investment strategy"
https://www.moneycontrol.com/news/business/markets/nifty-sensex-edge-higher-on-buying-in-media-realty-stocks-analysts-see-consolidation-in-near-term-12528391.html,"March 27, 2024 09:46 AM IST","Nifty, Sensex edge higher on buying in media, realty stocks; analysts see consolidation in near term","Traders should limit their exposure and prefer hedged trades, with a focus on index majors and large midcaps, says Ajit Mishra of Religare Broking"
